"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"73","Heading to California with @GOPLeader Kevin McCarthy, @RepLaMalfa, and @KenCalvert. Look forward to being with our… https://t.co/ywkoCW7dbE",FALSE,59076,NA,2018-11-17 16:47:07,TRUE,NA,"1063835936604090368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11109,FALSE,FALSE,NA,NA
"74","....I can’t imagine any President having a better or closer relationship with their Vice President then the two of… https://t.co/R3ymvcwGYr",FALSE,84764,"realDonaldTrump",2018-11-17 16:42:20,TRUE,"1063834729584054272","1063834733430206465","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19968,FALSE,FALSE,NA,NA
"75","The New York Times did a phony story, as usual, about my relationship with @VP Mike Pence. They made up sources and… https://t.co/w1aUmqrTYx",FALSE,78456,NA,2018-11-17 16:42:19,TRUE,NA,"1063834729584054272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18394,FALSE,FALSE,NA,NA
"76","Congratulations to Andrew Gillum on having run a really tough and competitive race for Governor of the Great State… https://t.co/zFzIG6FQmZ",FALSE,68827,NA,2018-11-17 16:39:20,TRUE,NA,"1063833980720504832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10939,FALSE,FALSE,NA,NA
"77","I can get Nancy Pelosi as many votes as she wants in order for her to be Speaker of the House. She deserves this vi… https://t.co/KiXwdFt4XQ",FALSE,66492,NA,2018-11-17 11:37:51,TRUE,NA,"1063758107229257728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14036,FALSE,FALSE,NA,NA
"78","Thank you @JerryBrownGov. Look forward to joining you and @GavinNewsom tomorrow in California. We are with you! https://t.co/UuXWAadmov",FALSE,49474,NA,2018-11-17 03:14:02,FALSE,NA,"1063631319739953152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10716,FALSE,FALSE,NA,NA
"79","....their country’s flag. Can this be possible? Yes, because it is all a BIG CON, and the American taxpayer is paying for it!",FALSE,111603,"realDonaldTrump",2018-11-17 00:43:36,FALSE,"1063593456579354624","1063593459695669254","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26348,FALSE,FALSE,NA,NA
"80","It was my great honor to host a celebration of Diwali, the Hindu Festival of Lights, in the Roosevelt Room at the… https://t.co/RP1O31416e",FALSE,77442,NA,2018-11-13 21:20:48,TRUE,NA,"1062455263247155200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17960,FALSE,FALSE,NA,NA
"81","Today, we gathered for Diwali, a holiday observed by Buddhists, Sikhs, and Jains throughout the United States &amp; aro… https://t.co/wiSpXHWqRb",FALSE,50663,NA,2018-11-13 21:03:38,TRUE,NA,"1062450942707228672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11362,FALSE,FALSE,NA,NA
"82","We mourn for the lives lost and we pray for the victims of the California Wildfires. I want to thank the Firefighte… https://t.co/wryK9lH4h2",FALSE,68975,NA,2018-11-13 19:38:45,TRUE,NA,"1062429580521168896",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","realDonaldTrump",15683,FALSE,FALSE,NA,NA
"83","The story in the New York Times concerning North Korea developing missile bases is inaccurate. We fully know about… https://t.co/DleVG3zI5H",FALSE,125297,NA,2018-11-13 17:07:45,TRUE,NA,"1062391577807601664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",33934,FALSE,FALSE,NA,NA
"84","When will Bill Nelson concede in Florida? The characters running Broward and Palm Beach voting will not be able to… https://t.co/S98irOmlzj",FALSE,102117,NA,2018-11-13 16:32:09,TRUE,NA,"1062382618870726656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26146,FALSE,FALSE,NA,NA
"85","By the way, when the helicopter couldn’t fly to the first cemetery in France because of almost zero visibility, I s… https://t.co/Ir7a23m9fL",FALSE,121531,NA,2018-11-13 15:49:20,TRUE,NA,"1062371844836261891",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30793,FALSE,FALSE,NA,NA
"86","......MAKE FRANCE GREAT AGAIN!",FALSE,156315,NA,2018-11-13 13:18:29,FALSE,NA,"1062333882610171907",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",41828,FALSE,FALSE,NA,NA
"87","The problem is that Emmanuel suffers from a very low Approval Rating in France, 26%, and an unemployment rate of al… https://t.co/QlstDTD1Dv",FALSE,109459,NA,2018-11-13 13:17:06,TRUE,NA,"1062333534214520832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28870,FALSE,FALSE,NA,NA
"88","On Trade, France makes excellent wine, but so does the U.S. The problem is that France makes it very hard for the U… https://t.co/rzfwotgxI6",FALSE,120481,NA,2018-11-13 13:07:08,TRUE,NA,"1062331024426913792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28903,FALSE,FALSE,NA,NA
"89","Emmanuel Macron suggests building its own army to protect Europe against the U.S., China and Russia. But it was Ger… https://t.co/2QhmeaaxPk",FALSE,125190,NA,2018-11-13 11:50:41,TRUE,NA,"1062311785787744256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36692,FALSE,FALSE,NA,NA
"90","I just approved an expedited request for a Major Disaster Declaration for the State of California. Wanted to respon… https://t.co/Mlsbzln0V2",FALSE,137377,NA,2018-11-13 01:19:55,TRUE,NA,"1062153051459469312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27963,FALSE,FALSE,NA,NA
"91","Hopefully, Saudi Arabia and OPEC will not be cutting oil production. Oil prices should be much lower based on supply!",FALSE,75939,NA,2018-11-12 18:21:04,FALSE,NA,"1062047641889095684",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17974,FALSE,FALSE,NA,NA
"92","American Cable Association has big problems with Comcast. They say that Comcast routinely violates Antitrust Laws.… https://t.co/3FXXwOR1wg",FALSE,68508,NA,2018-11-12 18:13:10,TRUE,NA,"1062045654711713792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17864,FALSE,FALSE,NA,NA
"93","The California Fire Fighters, FEMA and  First Responders are amazing and very brave. Thank you and God Bless you all!",FALSE,124234,NA,2018-11-12 16:31:27,FALSE,NA,"1062020057616793600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22407,FALSE,FALSE,NA,NA
"94","The prospect of Presidential Harassment by the Dems is causing the Stock Market big headaches!",FALSE,83253,NA,2018-11-12 15:34:09,FALSE,NA,"1062005636488142848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20417,FALSE,FALSE,NA,NA
"95","The Florida Election should be called in favor of Rick Scott and Ron DeSantis in that large numbers of new ballots… https://t.co/9e9Qqkn9pq",FALSE,120820,NA,2018-11-12 12:44:13,TRUE,NA,"1061962869376540672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",34354,FALSE,FALSE,NA,NA
"96",".....of money spent on protecting other countries, and we get nothing but Trade Deficits and Losses. It is time tha… https://t.co/g5CpXgXYSn",FALSE,94507,NA,2018-11-12 12:21:11,TRUE,NA,"1061957074253418496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22119,FALSE,FALSE,NA,NA
"97",".....hundreds of billions of dollars, for the great privilege of losing hundreds of billions of dollars with these… https://t.co/XQWv7ciUgm",FALSE,80084,NA,2018-11-12 12:10:16,TRUE,NA,"1061954325843468288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18331,FALSE,FALSE,NA,NA
"98","Just returned from France where much was accomplished in my meetings with World Leaders. Never easy bringing up the… https://t.co/6SMjfOoVfw",FALSE,107775,NA,2018-11-12 12:03:25,TRUE,NA,"1061952604807274498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24497,FALSE,FALSE,NA,NA
"99","Exactly 100 years ago today, on November 11th, 1918, World War I came to an end. We are gathered together, at this… https://t.co/FUKpp7JMtX",FALSE,93417,NA,2018-11-12 04:38:00,TRUE,NA,"1061840511026298880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21043,FALSE,FALSE,NA,NA
"100","Poland, a great country - Congratulations on the 100th Anniversary of your Independence. I will never forget my tim… https://t.co/8yuSBJvNoB",FALSE,109428,NA,2018-11-11 16:03:35,TRUE,NA,"1061650654194745344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24228,FALSE,FALSE,NA,NA
"101","Beautiful ceremony today in Paris commemorating the end of World War One. Many World leaders in attendance. Thank y… https://t.co/yvnYpNt0Qx",FALSE,95690,NA,2018-11-11 14:52:56,TRUE,NA,"1061632874808520709",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18825,FALSE,FALSE,NA,NA
"102","On this Veterans Day — the 100th Anniversary of the end of WWI, we honor the brave HEROES who fought for America in… https://t.co/4N8hF7kXLk",FALSE,77753,NA,2018-11-11 14:16:42,TRUE,NA,"1061623758161625089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20408,FALSE,FALSE,NA,NA
"103","With proper Forest Management, we can stop the devastation constantly going on in California. Get Smart!",FALSE,108587,NA,2018-11-11 09:40:50,FALSE,NA,"1061554334276747264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22480,FALSE,FALSE,NA,NA
"104","These California fires are expanding very, very quickly (in some cases 80-100 acres a minute). If people don’t evac… https://t.co/5WUnd01wou",FALSE,88268,NA,2018-11-10 22:20:40,TRUE,NA,"1061383163811893248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20826,FALSE,FALSE,NA,NA
"105","More than 4,000 are fighting the Camp and Woolsey Fires in California that have burned over 170,000 acres. Our hear… https://t.co/bHG71OSXsq",FALSE,119708,NA,2018-11-10 22:19:35,TRUE,NA,"1061382890100002817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24762,FALSE,FALSE,NA,NA
"106","Trying to STEAL two big elections in Florida! We are watching closely!",FALSE,120592,NA,2018-11-10 19:09:29,FALSE,NA,"1061335051294728194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31405,FALSE,FALSE,NA,NA
"107","Had very productive meetings and calls for our Country today. Meeting tonight with World Leaders!",FALSE,88151,NA,2018-11-10 19:06:50,FALSE,NA,"1061334384337399808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16161,FALSE,FALSE,NA,NA
"108","Happy 243rd Birthday to our GREAT U.S. Marine Corps<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> https://t.co/1cPtoMfmxP",FALSE,102925,NA,2018-11-10 14:09:42,FALSE,NA,"1061259607086112769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23669,FALSE,FALSE,NA,NA
"109","I am in Paris getting ready to celebrate the end of World War One. Is there anything better to celebrate than the e… https://t.co/t8uU75sD9I",FALSE,141067,NA,2018-11-10 08:17:44,TRUE,NA,"1061171030801158146",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24869,FALSE,FALSE,NA,NA
"110","There is no reason for these massive, deadly and costly forest fires in California except that forest management is… https://t.co/k5gzPlaT4E",FALSE,126527,NA,2018-11-10 08:08:52,TRUE,NA,"1061168803218948096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28990,FALSE,FALSE,NA,NA
"111","....Mr. Whitaker is very highly thought of by @SenJoniErnst, Senator @ChuckGrassley, Ambassador @TerryBranstad, Leo… https://t.co/uplNQmsTxe",FALSE,60889,NA,2018-11-10 04:04:53,TRUE,NA,"1061107399426220037",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14543,FALSE,FALSE,NA,NA
"112","Matthew G. Whitaker is a highly respected former U.S. Attorney from Iowa. He was chosen by Jeff Sessions to be his… https://t.co/M15MpWwa0R",FALSE,76445,NA,2018-11-10 03:52:16,TRUE,NA,"1061104224090628097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18337,FALSE,FALSE,NA,NA
"113","President Macron of France has just suggested that Europe build its own military in order to protect itself from th… https://t.co/ZlE52iViPz",FALSE,148949,NA,2018-11-09 21:10:46,TRUE,NA,"1061003186125856769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",40159,FALSE,FALSE,NA,NA
"114","Just out — in Arizona, SIGNATURES DON’T MATCH. Electoral corruption - Call for a new Election? We must protect our Democracy!",FALSE,166386,NA,2018-11-09 20:33:37,FALSE,NA,"1060993836984324096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",51634,FALSE,FALSE,NA,NA
"115","Thank you @marcorubio for helping to expose the potential corruption going on with respect to Election Theft in Bro… https://t.co/vrora0PL4x",FALSE,106759,NA,2018-11-09 18:39:00,TRUE,NA,"1060964991510110208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29867,FALSE,FALSE,NA,NA
"116","In the 2016 Election I was winning by so much in Florida that Broward County, which was very late with vote tabulat… https://t.co/EceYycXTDL",FALSE,86617,NA,2018-11-09 18:20:28,TRUE,NA,"1060960329876697088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23337,FALSE,FALSE,NA,NA
"117","Mayor Gillum conceded on Election Day and now Broward County has put him “back into play.” Bill Nelson conceded Ele… https://t.co/WImjFpLpph",FALSE,129035,NA,2018-11-09 18:14:03,TRUE,NA,"1060958713047961600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35973,FALSE,FALSE,NA,NA
"118","Rick Scott was up by 50,000+ votes on Election Day, now they “found” many votes and he is only up 15,000 votes. “Th… https://t.co/W9X2AC3anj",FALSE,113862,NA,2018-11-09 17:36:38,TRUE,NA,"1060949297900834816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",33905,FALSE,FALSE,NA,NA
"119","Jeff Flake(y) doesn’t want to protect the Non-Senate confirmed Special Counsel, he wants to protect his future afte… https://t.co/BwxZf2gCDH",FALSE,84763,NA,2018-11-09 17:10:02,TRUE,NA,"1060942600994050048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20745,FALSE,FALSE,NA,NA
"120","As soon as Democrats sent their best Election stealing lawyer, Marc Elias, to Broward County they miraculously star… https://t.co/0pPBAq3duq",FALSE,135868,NA,2018-11-09 16:52:19,TRUE,NA,"1060938144336367616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",43820,FALSE,FALSE,NA,NA
"121","You mean they are just now finding votes in Florida and Georgia – but the Election was on Tuesday? Let’s blame the… https://t.co/F9ky8vupIB",FALSE,151744,NA,2018-11-09 15:58:56,TRUE,NA,"1060924708101644288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",42004,FALSE,FALSE,NA,NA
"122",".@BrianKempGA ran a great race in Georgia – he won. It is time to move on!",FALSE,85422,NA,2018-11-09 15:55:25,FALSE,NA,"1060923822851874816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20392,FALSE,FALSE,NA,NA
"123","“Presidential Proclamation Addressing Mass Migration Through the Southern Border of the United States” https://t.co/9blzn1XGyS",FALSE,56185,NA,2018-11-09 14:54:15,FALSE,NA,"1060908430062481408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17347,FALSE,FALSE,NA,NA
"124","Law Enforcement is looking into another big corruption scandal having to do with Election Fraud in #Broward and Pal… https://t.co/I402nKjfb1",FALSE,135280,NA,2018-11-09 02:38:22,TRUE,NA,"1060723241193484288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",41410,FALSE,FALSE,NA,NA
"125","....Great bravery shown by police. California Highway Patrol was on scene within 3 minutes, with first officer to e… https://t.co/Lw53XcQFvb",FALSE,127446,NA,2018-11-08 12:51:21,TRUE,NA,"1060515116700045312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24736,FALSE,FALSE,NA,NA
"126","I have been fully briefed on the terrible shooting in California. Law Enforcement and First Responders, together wi… https://t.co/c2ncb4FcJQ",FALSE,94559,NA,2018-11-08 12:38:41,TRUE,NA,"1060511925883285504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20069,FALSE,FALSE,NA,NA
"127","....We thank Attorney General Jeff Sessions for his service, and wish him well! A permanent replacement will be nominated at a later date.",FALSE,89348,"realDonaldTrump",2018-11-07 19:44:12,FALSE,"1060256619383193601","1060256623439110146","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19968,FALSE,FALSE,NA,NA
"128","We are pleased to announce that Matthew G. Whitaker, Chief of Staff to Attorney General Jeff Sessions at the Depart… https://t.co/MIRLOKJFwe",FALSE,121430,NA,2018-11-07 19:44:11,TRUE,NA,"1060256619383193601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29739,FALSE,FALSE,NA,NA
"129","According to NBC News, Voters Nationwide Disapprove of the so-called Mueller Investigation (46%) more than they App… https://t.co/MBZliXtBX7",FALSE,122705,NA,2018-11-07 15:39:11,TRUE,NA,"1060194964351660033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28320,FALSE,FALSE,NA,NA
"130","In all fairness, Nancy Pelosi deserves to be chosen Speaker of the House by the Democrats. If they give her a hard… https://t.co/X30cUhjRo7",FALSE,88985,NA,2018-11-07 13:31:24,TRUE,NA,"1060162807960870913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18254,FALSE,FALSE,NA,NA
"131","If the Democrats think they are going to waste Taxpayer Money investigating us at the House level, then we will lik… https://t.co/04c4QhEvbK",FALSE,178099,NA,2018-11-07 13:04:02,TRUE,NA,"1060155917059219461",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",45809,FALSE,FALSE,NA,NA
"132","To any of the pundits or talking heads that do not give us proper credit for this great Midterm Election, just reme… https://t.co/uwYmi2ULbt",FALSE,139032,NA,2018-11-07 12:52:39,TRUE,NA,"1060153052676702208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29176,FALSE,FALSE,NA,NA
"133","I will be doing a news conference at The White House - 11:30 A.M. Will be discussing our success in the Midterms!",FALSE,69169,NA,2018-11-07 12:36:28,FALSE,NA,"1060148982968733696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13521,FALSE,FALSE,NA,NA
"134","Those that worked with me in this incredible Midterm Election, embracing certain policies and principles, did very… https://t.co/OTUWeooDxp",FALSE,110133,NA,2018-11-07 12:07:51,TRUE,NA,"1060141780878979072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24266,FALSE,FALSE,NA,NA
"135","Ron DeSantis showed great courage in his hard fought campaign to become the Governor of Florida. Congratulations to Ron and family!",FALSE,87539,NA,2018-11-07 11:55:35,FALSE,NA,"1060138691778301953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16450,FALSE,FALSE,NA,NA
"136","Received so many Congratulations from so many on our Big Victory last night, including from foreign nations (friend… https://t.co/7lZw3mapFD",FALSE,110518,NA,2018-11-07 11:21:51,TRUE,NA,"1060130202418864129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22381,FALSE,FALSE,NA,NA
"137",".@DavidAsmanfox  “How do the Democrats respond to this? Think of how his position with Republicans improves-all the… https://t.co/KAdubmN8nV",FALSE,63041,NA,2018-11-07 06:49:40,TRUE,NA,"1060061704850206720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12676,FALSE,FALSE,NA,NA
"138","....unbelievably lucky to have him and I’m just awed at how well they’ve done. It’s all the Trump magic - Trump is… https://t.co/R5gpEXFBtj",FALSE,88698,NA,2018-11-07 06:37:48,TRUE,NA,"1060058718937800704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18983,FALSE,FALSE,NA,NA
"139","“There’s only been 5 times in the last 105 years that an incumbent President has won seats in the Senate in the off… https://t.co/OXQa0n6c2L",FALSE,100361,NA,2018-11-07 06:27:01,TRUE,NA,"1060056007316045825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23118,FALSE,FALSE,NA,NA
"140","Tremendous success tonight. Thank you to all!",FALSE,253171,NA,2018-11-07 04:14:39,FALSE,NA,"1060022696703070208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",50177,FALSE,FALSE,NA,NA
"141","Congressman Randy Hultgren (R) of Illinois is doing a great job. Get out and Vote for Randy - Total Endorsement!",FALSE,65973,NA,2018-11-06 19:56:34,FALSE,NA,"1059897349005283334",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13917,FALSE,FALSE,NA,NA
"142","Florida, very important - get out and vote for Florida Congressional Candidate Michael Waltz (R). He has my Strong Endorsement!",FALSE,75375,NA,2018-11-06 19:52:48,FALSE,NA,"1059896399595225089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16459,FALSE,FALSE,NA,NA
"143","Epstein all the way in Michigan House 11. She is a wonderful person and, at the same time, a real fighter. Has my Strong Endorsement!",FALSE,54468,NA,2018-11-06 18:48:55,FALSE,NA,"1059880322500833281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12158,FALSE,FALSE,NA,NA
"144","Bob Hugin, successful all of his life, would be a Great Senator from New Jersey. He has my complete and total Endor… https://t.co/RBrSwuNZsh",FALSE,64641,NA,2018-11-06 18:08:29,TRUE,NA,"1059870147845017601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15410,FALSE,FALSE,NA,NA
"145","POLLING LOCATIONS: https://t.co/0pWiwCHGbh",FALSE,37049,NA,2018-11-06 17:58:13,FALSE,NA,"1059867563746824192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9957,FALSE,FALSE,NA,NA
